benford,finstat,resultstat
30.10299956639812,25.0,0
17.609125905568124,9.375,0
12.493873660829994,12.5,0
9.691001300805642,9.375,0
7.918124604762482,12.5,0
6.694678963061322,6.25,0
5.799194697768673,6.25,0
5.115252244738129,9.375,0
4.575749056067514,9.375,0
