benford,finstat,resultstat
30.10299956639812,50.0,1
17.609125905568124,7.5,1
12.493873660829994,7.5,1
9.691001300805642,7.5,1
7.918124604762482,7.5,1
6.694678963061322,10.0,1
5.799194697768673,7.5,1
5.115252244738129,2.5,1
4.575749056067514,0.0,1
